DistrictNumber,DistrictType,SchoolNumber,MNSchoolID,SchoolName,Address,City,State,Zipcode,County,Grades,NCESID,StateOrganizationId,ACTID
31,1,170,0031-01-170,Bemidji Area Learning Center,802 Paul Bunyan Dr NW,Bemidji,MN,56601-5668,"Beltrami County, MN", 5-12,270444000000,10031170000,974996
31,1,171,0031-01-171,Bemidji Middle ALP,1910 Middle School Ave NW,Bemidji,MN,56601,"Beltrami County, MN", 6-8,270444000000,10031171000,
31,1,175,0031-01-175,Bemidji Middle Targeted Services,502 Minnesota Ave NW,Bemidji,MN,56601-5668,"Beltrami County, MN", KG-8,270444000000,10031175000,
31,1,185,0031-01-185,ESY Paul Bunyan,502 Minnesota Ave NW,Bemidji,MN,56601,"Beltrami County, MN", KG-12,2704440,10031185000,
31,1,190,0031-01-190,Oshki Manidoo Center,802 Paul Bunyan Dr NW,Bemidji,MN,56601,"Beltrami County, MN", 7-12,270444000000,10031190000,
32,1,0,0032-01,Blackduck Public School District,156 1st St NE,Blackduck,MN,56630-0550,"Beltrami County, MN",,2705730,10032000000,247032
32,1,10,0032-01-010,Blackduck Elementary,156 1st St NE,Blackduck,MN,56630-0342,"Beltrami County, MN", EC-6,270573000000,10032010000,
32,1,20,0032-01-020,Blackduck Secondary,156 1st St NE,Blackduck,MN,56630-0342,"Beltrami County, MN", 7-12,270573000000,10032020000,240255
32,1,30,0032-01-030,Blackduck Extended School Year,156 1st Street NE,Blackduck,MN,56630,"Beltrami County, MN", 1-12,2705730,10032030000,
36,1,0,0036-01,Kelliher Public School District,345 4th St NW,Kelliher,MN,56650-0259,"Beltrami County, MN",,2717010,10036000000,247034
36,1,10,0036-01-010,Kelliher Elementary,345 4th St NW,Kelliher,MN,56650-0259,"Beltrami County, MN", EC-6,271701000000,10036010000,
36,1,20,0036-01-020,Kelliher Secondary,345 4th St NW,Kelliher,MN,56650-0259,"Beltrami County, MN", 7-12,271701000000,10036020000,241255
38,1,0,0038-01,Red Lake Public School District,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN",,2730510,10038000000,247036
38,1,10,0038-01-010,Red Lake Elementary,24990 Elementary Street,Red Lake,MN,56671,"Beltrami County, MN", 1-5,273051000000,10038010000,
38,1,11,0038-01-011,Red Lake Early Childhood Center,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", EC+KG,273051000000,10038011000,
38,1,20,0038-01-020,Ponemah Elementary,25039 Abinoojiin Dr,Ponemah,MN,56666,"Beltrami County, MN", EC-8,273051000000,10038020000,
38,1,30,0038-01-030,Red Lake Secondary,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", 7-12,273051000000,10038030000,242060
38,1,35,0038-01-035,RED LAKE ALTERNATIVE LEARNING,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", 9-12,273051000000,10038035000,975332
38,1,40,0038-01-040,Red Lake Middle School,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", 6-8,273051000000,10038040000,
38,1,45,0038-01-045,Red Lake Targeted Services,23990 Hwy 1 E,Red Lake,MN,56671,"Beltrami County, MN", 1-8,273051000000,10038045000,
38,1,45,0038-01-045,Red Lake Targeted Services,23990 Hwy 1 E,Red Lake,MN,56671,"Beltrami County, MN", 1-8,273051000000,10038045000,
38,1,45,0038-01-045,Red Lake Targeted Services,23990 Hwy 1 E,Red Lake,MN,56671,"Beltrami County, MN", 1-8,273051000000,10038045000,
38,1,50,0038-01-050,Red Lake Middle Level ALC,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", 6-8,273051000000,10038050000,
38,1,90,0038-01-090,Red Lake Juvenile Detention Faclty,23990 Hwy 1 E,Red Lake,MN,56671-0499,"Beltrami County, MN", 6-12,273051000000,10038090000,
38,1,110,0038-01-110,Red Lake Early Childhood Special Education Extended Year,23990 Highway 1,Red Lake,MN,56671,"Beltrami County, MN", EC,273051000000,10038110000,
47,1,0,0047-01,Sauk Rapids-Rice Public Schools,1833 Osauka Rd NE,Sauk Rapids,MN,56379-1916,"Benton County, MN",,2732880,10047000000,247042
47,1,1,0047-01-001,Sauk Rapids-Rice Senior High,1835 Osauka Rd NE,Sauk Rapids,MN,56379,"Benton County, MN", 9-12,273288000000,10047001000,242365
47,1,3,0047-01-003,Mississippi Heights Elementary,1003 S 4th St,Sauk Rapids,MN,56379,"Benton County, MN", KG-5,273288000000,10047003000,
47,1,4,0047-01-004,Sauk Rapids-Rice Schools ESY,1833 Osauka Rd NE,Sauk Rapids,MN,56379,"Benton County, MN", PK-12,2732880,10047004000,
47,1,6,0047-01-006,Rice Elementary,200 NE 3rd Ave,Rice,MN,56367,"Benton County, MN", EC+KG-5,273288000000,10047006000,
47,1,7,0047-01-007,Pleasant View Elementary,1009 N 6th Ave,Sauk Rapids,MN,56379,"Benton County, MN", EC+KG-5,273288000000,10047007000,
47,1,8,0047-01-008,Sauk Rapids ECFE,30 4th Ave S,Sauk Rapids,MN,56379,"Benton County, MN", EC,273288000000,10047008000,
47,1,9,0047-01-009,Sauk Rapids-Rice Middle School,901 1st St S,Sauk Rapids,MN,56379,"Benton County, MN", 6-8,273288000000,10047009000,
47,1,140,0047-01-140,Hillside Early Childhood Center,30 Fourth Ave S,Sauk Rapids,MN,56379,"Benton County, MN", EC,273288000000,10047140000,
51,1,0,0051-01,Foley Public School District,840 Norman Ave N,Foley,MN,56329-4639,"Benton County, MN",,2712240,10051000000,247040
51,1,10,0051-01-010,Foley Elementary,743 Penn St,Foley,MN,56329-8800,"Benton County, MN", EC-3,271224000000,10051010000,
51,1,20,0051-01-020,Foley Senior High,621 Penn St,Foley,MN,56329,"Benton County, MN", 9-12,271224000000,10051020000,240860
51,1,30,0051-01-030,Foley Intermediate Elementary,840 Norman Ave N,Foley,MN,56329,"Benton County, MN", 4-8,271224000000,10051030000,
51,1,40,0051-01-040,Foley Special Education ESY,840 Norman Avenue,Foley,MN,56329,"Benton County, MN", 1-12,2712240,10051040000,
75,1,0,0075-01,St. Clair Public School District,121 W Main St,Saint Clair,MN,56080-0099,"Blue Earth County, MN",,2733480,10075000000,247062
75,1,10,0075-01-010,St. Clair Elementary,121 Main St West,Saint Clair,MN,56080-0099,"Blue Earth County, MN", EC-6,273348000000,10075010000,
75,1,20,0075-01-020,St. Clair Secondary,121 Main St West,Saint Clair,MN,56080-0099,"Blue Earth County, MN", 7-12,273348000000,10075020000,242175
77,1,0,0077-01,Mankato Public School District,"10 Civic Center Plaza, Ste 2",Mankato,MN,56001-8741,"Blue Earth County, MN",,2718780,10077000000,247060
77,1,10,0077-01-010,Kennedy Elementary,2600 E Main St,Mankato,MN,56001-5699,"Blue Earth County, MN", EC-5,271878000000,10077010000,
77,1,20,0077-01-020,Hoover Elementary,1524 Hoover Dr,North Mankato,MN,56003-2631,"Nicollet County, MN", KG-5,271878000000,10077020000,
77,1,30,0077-01-030,Jefferson Elementary,100 James Ave,Mankato,MN,56001-3998,"Blue Earth County, MN", KG-5,271878000000,10077030000,
77,1,40,0077-01-040,Monroe Elementary,441 Monroe Ave,North Mankato,MN,56003-3007,"Nicollet County, MN", KG-5,271878000000,10077040000,
77,1,50,0077-01-050,Roosevelt Elementary,300 W 6th St,Mankato,MN,56001-2155,"Blue Earth County, MN", KG-5,271878000000,10077050000,
77,1,60,0077-01-060,Bridges Community Elementary,320 Garfield Ave,North Mankato,MN,56003,"Nicollet County, MN", KG-5,271878000000,10077060000,
77,1,70,0077-01-070,Rosa Parks Elementary,1001 Heron Dr,Mankato,MN,56001-8922,"Blue Earth County, MN", KG-5,271878000000,10077070000,
77,1,80,0077-01-080,Washington Elementary,1100 Anderson Dr,Mankato,MN,56001-4704,"Blue Earth County, MN", KG-5,271878000000,10077080000,
77,1,90,0077-01-090,Franklin Elementary,1000 N Broad St,Mankato,MN,56001-3399,"Blue Earth County, MN", EC-5,271878000000,10077090000,
77,1,130,0077-01-130,Mankato West Senior High,1351 S Riverfront Dr,Mankato,MN,56001-8713,"Blue Earth County, MN", 9-12,271878000000,10077130000,241485
77,1,130,0077-01-130,Mankato West Senior High,1351 S Riverfront Dr,Mankato,MN,56001-8713,"Blue Earth County, MN", 9-12,271878000000,10077130000,241485
77,1,130,0077-01-130,Mankato West Senior High,1351 S Riverfront Dr,Mankato,MN,56001-8713,"Blue Earth County, MN", 9-12,271878000000,10077130000,241485
77,1,150,0077-01-150,Eagle Lake Elementary,500 Le Sueur Ave,Eagle Lake,MN,56024-0129,"Blue Earth County, MN", KG-5,271878000000,10077150000,
77,1,160,0077-01-160,Mankato East Senior High,2600 Hoffman Rd,Mankato,MN,56001-8726,"Blue Earth County, MN", 9-12,271878000000,10077160000,241484
77,1,160,0077-01-160,Mankato East Senior High,2600 Hoffman Rd,Mankato,MN,56001-8726,"Blue Earth County, MN", 9-12,271878000000,10077160000,241484
77,1,160,0077-01-160,Mankato East Senior High,2600 Hoffman Rd,Mankato,MN,56001-8726,"Blue Earth County, MN", 9-12,271878000000,10077160000,241484
77,1,170,0077-01-170,Special Education,"10 Civic Center Plaza,  Suite 3",Mankato,MN,56001,"Blue Earth County, MN", EC+KG-12,271878000000,10077170000,
77,1,190,0077-01-190,Dakota Meadows Middle School,1900 Howard Dr,North Mankato,MN,56001-8741,"Nicollet County, MN", 6-8,271878000000,10077190000,
77,1,190,0077-01-190,Dakota Meadows Middle School,1900 Howard Dr,North Mankato,MN,56001-8741,"Nicollet County, MN", 6-8,271878000000,10077190000,
77,1,200,0077-01-200,Prairie Winds Middle School,1200 Prairie Winds Dr,Mankato,MN,56001,"Blue Earth County, MN", 6-8,271878000000,10077200000,
77,1,200,0077-01-200,Prairie Winds Middle School,1200 Prairie Winds Dr,Mankato,MN,56001,"Blue Earth County, MN", 6-8,271878000000,10077200000,
77,1,220,0077-01-220,Central High Area Learning Center,110 Fulton St,Mankato,MN,56001-3999,"Blue Earth County, MN", 9-12,271878000000,10077220000,241473
77,1,221,0077-01-221,Mankato Area Summer School,110 Fulton St,Mankato,MN,56001-2520,"Blue Earth County, MN", 9-12,271878000000,10077221000,
77,1,222,0077-01-222,Mankato Area Night School,110 Fulton St,Mankato,MN,56001-2520,"Blue Earth County, MN", 9-12,271878000000,10077222000,
77,1,230,0077-01-230,Life Lines Adult Connection,110 Fulton St,Mankato,MN,56001-8741,"Blue Earth County, MN", 11-12,271878000000,10077230000,
77,1,240,0077-01-240,Mankato Targeted Services,110 Fulton St,Mankato,MN,56001-3999,"Blue Earth County, MN", KG-8,271878000000,10077240000,
77,1,250,0077-01-250,Central Middle School ALC,50 Navaho Ave,Mankato,MN,56001,"Blue Earth County, MN", 6-8,271878000000,10077250000,
77,1,260,0077-01-260,Central Freedom School,110 Fulton St,Mankato,MN,56001,"Blue Earth County, MN", 7-12,271878000000,10077260000,
77,1,270,0077-01-270,Extended School Year,"10 Civic Center Plaza,  Suite 3",Mankato,MN,56001,"Blue Earth County, MN", 1-12,2718780,10077270000,
77,1,370,0077-01-370,Futures Program,1610 COMMERCE DR,NORTH MANKATO,MN,56003,"Nicollet County, MN", KG-12,271878000000,10077370000,
77,1,375,0077-01-375,Prairie Care Mankato,120 E Main St,Mankato,MN,56001,"Blue Earth County, MN", KG-12,271878000000,10077375000,
77,1,375,0077-01-375,Prairie Care Mankato,120 E Main St,Mankato,MN,56001,"Blue Earth County, MN", KG-12,271878000000,10077375000,
81,1,0,0081-01,Comfrey Public School District,305 Ochre St W,Comfrey,MN,56019-1166,"Brown County, MN",,2709540,10081000000,247064
81,1,10,0081-01-010,Comfrey Elementary,305 Ochre St W,Comfrey,MN,56019-1166,"Brown County, MN", EC+KG-6,270954000000,10081010000,
81,1,20,0081-01-020,Comfrey Secondary,305 Ochre St,Comfrey,MN,56019-1166,"Brown County, MN", 7-12,270954000000,10081020000,240525
84,1,0,0084-01,Sleepy Eye Public School District,400 4th Ave SW,Sleepy Eye,MN,56085-1204,"Brown County, MN",,2733210,10084000000,247068
84,1,10,0084-01-010,Sleepy Eye Elementary,400 4th Ave SW,Sleepy Eye,MN,56085-1204,"Brown County, MN", EC-6,273321000000,10084010000,
84,1,20,0084-01-020,Sleepy Eye Sec.,400 4th Ave SW,Sleepy Eye,MN,56085-1204,"Brown County, MN", 7-12,273321000000,10084020000,242395
85,1,0,0085-01,Springfield Public School District,12 S Burns,Springfield,MN,56087-1299,"Brown County, MN",,2733390,10085000000,247070
85,1,1,0085-01-001,Springfield Secondary,12 S Burns,Springfield,MN,56087,"Brown County, MN", 7-12,273339000000,10085001000,242410
85,1,2,0085-01-002,Springfield Elementary,12 S Burns,Springfield,MN,56087,"Brown County, MN", EC+KG-6,273339000000,10085002000,
85,1,4,0085-01-004,Springfield Public Schools ESY,12 S Burns,Springfield,MN,56087,"Brown County, MN", 1-12,2733390,10085004000,
88,1,0,0088-01,New Ulm Public School District,414 South Payne Street,New Ulm,MN,56073,"Brown County, MN",,2723490,10088000000,247066
88,1,20,0088-01-020,Jefferson Elementary,318 S Payne St,New Ulm,MN,56073-3295,"Brown County, MN", 1-4,272349000000,10088020000,
88,1,30,0088-01-030,Washington Elementary,910 14th N St,New Ulm,MN,56073,"Brown County, MN", EC-KG,272349000000,10088030000,
88,1,40,0088-01-040,New Ulm Middle School,414 South Payne Street,New Ulm,MN,56073,"Brown County, MN", 5-8,272349000000,10088040000,
88,1,50,0088-01-050,New Ulm High School,1600 Oak Street,New Ulm,MN,56073,"Brown County, MN", 9-12,272349000000,10088050000,241830
88,1,80,0088-01-080,ESY,318 S Payne St,New Ulm,MN,56073,"Brown County, MN", KG-12,2723490,10088080000,
91,1,0,0091-01,Barnum Public School District,3675 County Rd 13,Barnum,MN,55707-9696,"Carlton County, MN",,2703690,10091000000,247076
91,1,1,0091-01-001,Barnum Elementary,3813 E. North St.,Barnum,MN,55707,"Carlton County, MN", EC-6,270369000000,10091001000,
91,1,2,0091-01-002,Barnum Secondary,3675 County Rd 13,Barnum,MN,55707,"Carlton County, MN", 7-12,270369000000,10091002000,240160
91,1,3,0091-01-003,Barnum School Extended School Year,3675 County Rd 13,Barnum,MN,55707,"Carlton County, MN", EC-12,2703690,10091003000,
93,1,0,0093-01,Carlton Public School District,405 School Ave,Carlton,MN,55718-0310,"Carlton County, MN",,2707590,10093000000,247078
93,1,1,0093-01-001,Carlton Secondary,405 School Ave,Carlton,MN,55718-0310,"Carlton County, MN", 6-12,270759000000,10093001000,240405
93,1,2,0093-01-002,South Terrace Elementary,530 Stine Dr,Carlton,MN,55718-0620,"Carlton County, MN", EC-5,270759000000,10093002000,
93,1,3,0093-01-003,Mash-Ka-Wisen,1150 Mission Rd,Sawyer,MN,55780-0066,"Carlton County, MN", 7-12,270759000000,10093003000,
93,1,4,0093-01-004,Carlton ESY,405 School Ave,Carlton,MN,55718,"Carlton County, MN", KG-12,2707590,10093004000,
93,1,4,0093-01-004,Carlton ESY,405 School Ave,Carlton,MN,55718,"Carlton County, MN", KG-12,2707590,10093004000,
94,1,0,0094-01,Cloquet Public School District,302 14th St,Cloquet,MN,55720-1757,"Carlton County, MN",,2709420,10094000000,247080
94,1,6,0094-01-006,Cloquet Extended School Year,1000 18th Street,Cloquet,MN,55720,"Carlton County, MN", KG-12,2709420,10094006000,
94,1,101,0094-01-101,Churchill Elementary,515 Granite St,Cloquet,MN,55720-1200,"Carlton County, MN", PK-4,270942000000,10094101000,
94,1,103,0094-01-103,CLOQUET AREA ALT. ED. PROGRAMS,302 14th St,Cloquet,MN,55720-2162,"Carlton County, MN", 1-12,270942000000,10094103000,975707
94,1,104,0094-01-104,Cloquet Area Alternative,302 14th St,Cloquet,MN,55720-1757,"Carlton County, MN", 9-12,270942000000,10094104000,
94,1,105,0094-01-105,Washington Elementary,801 12th St,Cloquet,MN,55720-2398,"Carlton County, MN", EC-4,270942000000,10094105000,
94,1,106,0094-01-106,Cloquet Early Childhood Education,801 12th Street,Cloquet,MN,55720-1757,"Carlton County, MN", EC-PK,270942000000,10094106000,
94,1,107,0094-01-107,Shared Time,602 Arthur Street,Cloquet,MN,55720-1757,"Carlton County, MN", EC-6,270942000000,10094107000,
94,1,108,0094-01-108,CAAEP Extended Day Program,302 14th St,Cloquet,MN,55720,"Carlton County, MN", 9-12,270942000000,10094108000,
94,1,201,0094-01-201,Cloquet Middle,2001 Washington Avenue,Cloquet,MN,55720-1757,"Carlton County, MN", 5-8,270942000000,10094201000,
94,1,201,0094-01-201,Cloquet Middle,2001 Washington Avenue,Cloquet,MN,55720-1757,"Carlton County, MN", 5-8,270942000000,10094201000,
94,1,202,0094-01-202,Cloquet Senior,1000 18th St,Cloquet,MN,55720-2438,"Carlton County, MN", 9-12,270942000000,10094202000,240495
94,1,202,0094-01-202,Cloquet Senior,1000 18th St,Cloquet,MN,55720-2438,"Carlton County, MN", 9-12,270942000000,10094202000,240495
95,1,0,0095-01,Cromwell-Wright Public Schools,5624 Hwy 210,Cromwell,MN,55726-0007,"Carlton County, MN",,2709690,10095000000,247082
95,1,10,0095-01-010,Cromwell-Wright Elementary,5624 Hwy 210,Cromwell,MN,55726-0007,"Carlton County, MN", EC-6,270969000000,10095010000,
95,1,20,0095-01-020,Cromwell-Wright Secondary,5624 Hwy 210,Cromwell,MN,55726-0007,"Carlton County, MN", 7-12,270969000000,10095020000,240550
95,1,30,0095-01-030,Cromwell-Wright Special Education ESY,5624 Hwy 210,Cromwell,MN,55726,"Carlton County, MN", 1-12,2709690,10095030000,
97,1,0,0097-01,Moose Lake Public School District,4812 County Rd 10,Moose Lake,MN,55767-9244,"Carlton County, MN",,2721450,10097000000,247084
97,1,10,0097-01-010,Moose Lake Secondary,4812 County Rd 10,Moose Lake,MN,55767-9422,"Carlton County, MN", 7-12,272145000000,10097010000,241740
97,1,20,0097-01-020,Moose Lake Elementary,4812 County Rd 10,Moose Lake,MN,55767-9422,"Carlton County, MN", EC-6,272145000000,10097020000,
97,1,30,0097-01-030,Extended School Year Program,4812 County Rd 10,Moose Lake,MN,55767-9422,"Carlton County, MN", 1-12,2721450,10097030000,
99,1,0,0099-01,Esko Public School District,2 E Highway 61,Esko,MN,55733-9629,"Carlton County, MN",,2738880,10099000000,247086
99,1,1,0099-01-001,Lincoln Secondary,2 E Highway 61,Esko,MN,55733-9629,"Carlton County, MN", 7-12,273888000000,10099001000,240765
99,1,30,0099-01-030,Winterquist Elementary,2 E Highway 61,Esko,MN,55733-9629,"Carlton County, MN", EC+KG-6,273888000000,10099030000,
99,1,40,0099-01-040,Esko ESY School,2 E Highway 61,Esko,MN,55733-9629,"Carlton County, MN", EC+KG-12,2738880,10099040000,
100,1,0,0100-01,Wrenshall Public School District,207 Pioneer Dr,Wrenshall,MN,55797-9000,"Carlton County, MN",,2744190,10100000000,247088
100,1,1,0100-01-001,Wrenshall Elementary,207 Pioneer Dr,Wrenshall,MN,55797-9000,"Carlton County, MN", EC+KG-6,274419000000,10100001000,
100,1,2,0100-01-002,Wrenshall Secondary,207 Pioneer Dr,Wrenshall,MN,55797,"Carlton County, MN", 7-12,274419000000,10100002000,242755
100,1,2,0100-01-002,Wrenshall Secondary,207 Pioneer Dr,Wrenshall,MN,55797,"Carlton County, MN", 7-12,274419000000,10100002000,242755
108,1,0,0108-01,Central Public School District,531 Morse St,Norwood Young America,MN,55368-9778,"Carver County, MN",,2723910,10108000000,247094
108,1,20,0108-01-020,Central Senior High,531 Central Ave,Norwood Young America,MN,55368,"Carver County, MN", 9-12,272391000000,10108020000,241870
108,1,30,0108-01-030,Central Middle,531 Morse St,Norwood Young America,MN,55368-0247,"Carver County, MN", 6-8,272391000000,10108030000,
108,1,40,0108-01-040,Central Elementary,655 7th St SW,Norwood Young America,MN,55368,"Carver County, MN", EC+KG-5,272391000000,10108040000,
108,1,60,0108-01-060,Central Public Schools ESY,531 Morse St,Norwood Young America,MN,55368,"Carver County, MN", 1-12,2723910,10108060000,
110,1,0,0110-01,Waconia Public School District,512 Industrial Blvd,Waconia,MN,55387-1742,"Carver County, MN",,2741460,10110000000,247096
110,1,110,0110-01-110,Southview Elementary,225 W 4th St,Waconia,MN,55387,"Carver County, MN", KG-5,274146000000,10110110000,
110,1,115,0110-01-115,Early Childhood Special Education,504 Industrial Blvd,Waconia,MN,55387,"Carver County, MN", EC,274146000000,10110115000,
110,1,115,0110-01-115,Early Childhood Special Education,504 Industrial Blvd,Waconia,MN,55387,"Carver County, MN", EC,274146000000,10110115000,
110,1,120,0110-01-120,Bayview Elementary,24 S Walnut St,Waconia,MN,55387,"Carver County, MN", KG-5,274146000000,10110120000,
110,1,125,0110-01-125,Extended School Year,512 Industrial Blvd,Waconia,MN,55387,"Carver County, MN", 1-12,2741460,10110125000,
110,1,130,0110-01-130,Laketown Elementary,960 Airport Road,Waconia,MN,55387,"Carver County, MN", KG-5,274146000000,10110130000,
110,1,220,0110-01-220,Waconia Middle School,1400 Community Dr,Waconia,MN,55387,"Carver County, MN", 6-8,274146000000,10110220000,
