AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
School,INTERMEDIATE SCHOOL DISTRICT 287,24M001,WEST EDUCATION CENTER,972983,2019,0,,,,,
School,INTERMEDIATE SCHOOL DISTRICT 287,24M001,WEST EDUCATION CENTER,972983,2020,0,,,,,
School,INTERMEDIATE SCHOOL DISTRICT 287,24M001,WEST EDUCATION CENTER,972983,2021,0,,,,,
School,INTERMEDIATE SCHOOL DISTRICT 287,24M001,WEST EDUCATION CENTER,972983,2022,0,,,,,
School,INTERMEDIATE SCHOOL DISTRICT 287,24M001,WEST EDUCATION CENTER,972983,2023,3,,,,,
School,WESTBROOK-WALNUT GROVE SCHOOL DISTRICT 2898,247158,WESTBROOK-WALNUT GROVE HIGH SCHOOL,242665,2019,19,18.2,18.2,18.2,18.2,18.2
School,WESTBROOK-WALNUT GROVE SCHOOL DISTRICT 2898,247158,WESTBROOK-WALNUT GROVE HIGH SCHOOL,242665,2020,19,16.7,16.7,16.7,16.7,16.7
School,WESTBROOK-WALNUT GROVE SCHOOL DISTRICT 2898,247158,WESTBROOK-WALNUT GROVE HIGH SCHOOL,242665,2021,11,21.1,21.1,21.1,21.1,21.1
School,WESTBROOK-WALNUT GROVE SCHOOL DISTRICT 2898,247158,WESTBROOK-WALNUT GROVE HIGH SCHOOL,242665,2022,14,21.5,21.5,21.5,21.5,21.5
School,WESTBROOK-WALNUT GROVE SCHOOL DISTRICT 2898,247158,WESTBROOK-WALNUT GROVE HIGH SCHOOL,242665,2023,15,18.1,18.1,18.1,18.1,18.1
School,WHEATON SCHOOL DISTRICT 803,247848,WHEATON AREA HIGH SCHOOL,242680,2019,29,19.3,19.3,19.3,19.3,19.3
School,WHEATON SCHOOL DISTRICT 803,247848,WHEATON AREA HIGH SCHOOL,242680,2020,20,18.8,18.8,18.8,18.8,18.8
School,WHEATON SCHOOL DISTRICT 803,247848,WHEATON AREA HIGH SCHOOL,242680,2021,23,19.8,19.8,19.8,19.8,19.8
School,WHEATON SCHOOL DISTRICT 803,247848,WHEATON AREA HIGH SCHOOL,242680,2022,26,18.3,18.3,18.3,18.3,18.3
School,WHEATON SCHOOL DISTRICT 803,247848,WHEATON AREA HIGH SCHOOL,242680,2023,25,19.8,19.8,19.8,19.8,19.8
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE AREA HIGH SCHOOL-NORTH CAMPUS,974872,2019,0,,,,,
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE AREA HIGH SCHOOL-NORTH CAMPUS,974872,2020,1,,,,,
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE AREA HIGH SCHOOL-NORTH CAMPUS,974872,2021,1,,,,,
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE AREA HIGH SCHOOL-NORTH CAMPUS,974872,2022,1,,,,,
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE AREA HIGH SCHOOL-NORTH CAMPUS,974872,2023,2,,,,,
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE HIGH SCHOOL SOUTH,242683,2019,501,20.1,20.1,20.1,20.1,20.1
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE HIGH SCHOOL SOUTH,242683,2020,499,20,20,20,20,20
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE HIGH SCHOOL SOUTH,242683,2021,396,19.3,19.3,19.3,19.3,19.3
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE HIGH SCHOOL SOUTH,242683,2022,356,19.2,19.2,19.2,19.2,19.2
School,WHITE BEAR LAKE AREA  INDEPENDENT SCHOOL DISTRICT 624,247654,WHITE BEAR LAKE HIGH SCHOOL SOUTH,242683,2023,430,19.2,19.2,19.2,19.2,19.2
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,WILLIAM M KELLEY HIGH SCHOOL,242383,2019,16,16.3,16.3,16.3,16.3,16.3
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,WILLIAM M KELLEY HIGH SCHOOL,242383,2020,11,20.7,20.7,20.7,20.7,20.7
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,WILLIAM M KELLEY HIGH SCHOOL,242383,2021,3,,,,,
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,WILLIAM M KELLEY HIGH SCHOOL,242383,2022,15,18.3,18.3,18.3,18.3,18.3
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,WILLIAM M KELLEY HIGH SCHOOL,242383,2023,9,,,,,
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR AREA LEARNING CENTER,972468,2019,20,12.3,12.3,12.3,12.3,12.3
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR AREA LEARNING CENTER,972468,2020,8,,,,,
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR AREA LEARNING CENTER,972468,2021,3,,,,,
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR AREA LEARNING CENTER,972468,2022,4,,,,,
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR AREA LEARNING CENTER,972468,2023,2,,,,,
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR SENIOR HIGH SCHOOL,242695,2019,213,18.7,18.7,18.7,18.7,18.7
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR SENIOR HIGH SCHOOL,242695,2020,184,17.7,17.7,17.7,17.7,17.7
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR SENIOR HIGH SCHOOL,242695,2021,128,17.4,17.4,17.4,17.4,17.4
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR SENIOR HIGH SCHOOL,242695,2022,133,18.1,18.1,18.1,18.1,18.1
School,WILLMAR SCHOOL DISTRICT 347,247364,WILLMAR SENIOR HIGH SCHOOL,242695,2023,125,16.6,16.6,16.6,16.6,16.6
School,WILLOW RIVER SCHOOL DISTRICT,247606,WILLOW RIVER SCHOOL,242700,2019,30,15.7,15.7,15.7,15.7,15.7
School,WILLOW RIVER SCHOOL DISTRICT,247606,WILLOW RIVER SCHOOL,242700,2020,16,16.8,16.8,16.8,16.8,16.8
School,WILLOW RIVER SCHOOL DISTRICT,247606,WILLOW RIVER SCHOOL,242700,2021,17,15.6,15.6,15.6,15.6,15.6
School,WILLOW RIVER SCHOOL DISTRICT,247606,WILLOW RIVER SCHOOL,242700,2022,19,15.5,15.5,15.5,15.5,15.5
School,WILLOW RIVER SCHOOL DISTRICT,247606,WILLOW RIVER SCHOOL,242700,2023,24,15.8,15.8,15.8,15.8,15.8
School,WIN-E-MAC SCHOOL DISTRICT 2609,247632,WIN-E-MAC SCHOOL,241535,2019,24,18.5,18.5,18.5,18.5,18.5
School,WIN-E-MAC SCHOOL DISTRICT 2609,247632,WIN-E-MAC SCHOOL,241535,2020,29,16,16,16,16,16
School,WIN-E-MAC SCHOOL DISTRICT 2609,247632,WIN-E-MAC SCHOOL,241535,2021,2,,,,,
School,WIN-E-MAC SCHOOL DISTRICT 2609,247632,WIN-E-MAC SCHOOL,241535,2022,34,18.1,18.1,18.1,18.1,18.1
School,WIN-E-MAC SCHOOL DISTRICT 2609,247632,WIN-E-MAC SCHOOL,241535,2023,18,16.9,16.9,16.9,16.9,16.9
School,WINDOM  INDEPENDENT SCHOOL DISTRICT 177,247160,WINDOM AREA HIGH SCHOOL,242710,2019,53,19.7,19.7,19.7,19.7,19.7
School,WINDOM  INDEPENDENT SCHOOL DISTRICT 177,247160,WINDOM AREA HIGH SCHOOL,242710,2020,60,18,18,18,18,18
School,WINDOM  INDEPENDENT SCHOOL DISTRICT 177,247160,WINDOM AREA HIGH SCHOOL,242710,2021,55,17.1,17.1,17.1,17.1,17.1
School,WINDOM  INDEPENDENT SCHOOL DISTRICT 177,247160,WINDOM AREA HIGH SCHOOL,242710,2022,50,17.2,17.2,17.2,17.2,17.2
School,WINDOM  INDEPENDENT SCHOOL DISTRICT 177,247160,WINDOM AREA HIGH SCHOOL,242710,2023,57,17.2,17.2,17.2,17.2,17.2
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA AREA LEARNING CENTER,972888,2019,7,,,,,
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA AREA LEARNING CENTER,972888,2020,3,,,,,
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA AREA LEARNING CENTER,972888,2021,0,,,,,
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA AREA LEARNING CENTER,972888,2022,16,11.8,11.8,11.8,11.8,11.8
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA AREA LEARNING CENTER,972888,2023,6,,,,,
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA SENIOR HIGH SCHOOL,242725,2019,235,18.3,18.3,18.3,18.3,18.3
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA SENIOR HIGH SCHOOL,242725,2020,188,19,19,19,19,19
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA SENIOR HIGH SCHOOL,242725,2021,25,19.8,19.8,19.8,19.8,19.8
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA SENIOR HIGH SCHOOL,242725,2022,314,17.5,17.5,17.5,17.5,17.5
School,WINONA AREA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 861,247902,WINONA SENIOR HIGH SCHOOL,242725,2023,161,19,19,19,19,19
School,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,247882,WOODBURY HIGH SCHOOL,242343,2019,491,22.4,22.4,22.4,22.4,22.4
School,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,247882,WOODBURY HIGH SCHOOL,242343,2020,483,22.5,22.5,22.5,22.5,22.5
School,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,247882,WOODBURY HIGH SCHOOL,242343,2021,393,21.2,21.2,21.2,21.2,21.2
School,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,247882,WOODBURY HIGH SCHOOL,242343,2022,429,20.7,20.7,20.7,20.7,20.7
School,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,247882,WOODBURY HIGH SCHOOL,242343,2023,450,20.9,20.9,20.9,20.9,20.9
School,WORTHINGTON SCHOOL DISTRICT 518,247542,WORTHINGTON HIGH SCHOOL,242750,2019,199,14.5,14.5,14.5,14.5,14.5
School,WORTHINGTON SCHOOL DISTRICT 518,247542,WORTHINGTON HIGH SCHOOL,242750,2020,204,16.3,16.3,16.3,16.3,16.3
School,WORTHINGTON SCHOOL DISTRICT 518,247542,WORTHINGTON HIGH SCHOOL,242750,2021,94,14.9,14.9,14.9,14.9,14.9
School,WORTHINGTON SCHOOL DISTRICT 518,247542,WORTHINGTON HIGH SCHOOL,242750,2022,133,16.4,16.4,16.4,16.4,16.4
School,WORTHINGTON SCHOOL DISTRICT 518,247542,WORTHINGTON HIGH SCHOOL,242750,2023,113,14.6,14.6,14.6,14.6,14.6
School,WRENSHALL SCHOOL INDEPENDENT SCHOOL DISTRICT 100,247088,WRENSHALL HIGH SCHOOL,242755,2019,9,,,,,
School,WRENSHALL SCHOOL INDEPENDENT SCHOOL DISTRICT 100,247088,WRENSHALL HIGH SCHOOL,242755,2020,26,17.3,17.3,17.3,17.3,17.3
School,WRENSHALL SCHOOL INDEPENDENT SCHOOL DISTRICT 100,247088,WRENSHALL HIGH SCHOOL,242755,2021,8,,,,,
School,WRENSHALL SCHOOL INDEPENDENT SCHOOL DISTRICT 100,247088,WRENSHALL HIGH SCHOOL,242755,2022,12,19,19,19,19,19
School,WRENSHALL SCHOOL INDEPENDENT SCHOOL DISTRICT 100,247088,WRENSHALL HIGH SCHOOL,242755,2023,8,,,,,
School,WRIGHT TECHNICAL CENTER-DISTRICT,247920,WRIGHT TECHNICAL CENTER ALC-HIGH,974859,2019,6,,,,,
School,WRIGHT TECHNICAL CENTER-DISTRICT,247920,WRIGHT TECHNICAL CENTER ALC-HIGH,974859,2020,8,,,,,
School,WRIGHT TECHNICAL CENTER-DISTRICT,247920,WRIGHT TECHNICAL CENTER ALC-HIGH,974859,2021,3,,,,,
School,WRIGHT TECHNICAL CENTER-DISTRICT,247920,WRIGHT TECHNICAL CENTER ALC-HIGH,974859,2022,10,15.7,15.7,15.7,15.7,15.7
School,WRIGHT TECHNICAL CENTER-DISTRICT,247920,WRIGHT TECHNICAL CENTER ALC-HIGH,974859,2023,5,,,,,
School,YELLOW MEDICINE E DISTRICT NO 2190,247928,YELLOW MEDICINE EAST HIGH SCHOOL,240995,2019,48,19.1,19.1,19.1,19.1,19.1
School,YELLOW MEDICINE E DISTRICT NO 2190,247928,YELLOW MEDICINE EAST HIGH SCHOOL,240995,2020,40,16.7,16.7,16.7,16.7,16.7
School,YELLOW MEDICINE E DISTRICT NO 2190,247928,YELLOW MEDICINE EAST HIGH SCHOOL,240995,2021,51,16.8,16.8,16.8,16.8,16.8
School,YELLOW MEDICINE E DISTRICT NO 2190,247928,YELLOW MEDICINE EAST HIGH SCHOOL,240995,2022,51,16.1,16.1,16.1,16.1,16.1
School,YELLOW MEDICINE E DISTRICT NO 2190,247928,YELLOW MEDICINE EAST HIGH SCHOOL,240995,2023,52,15.4,15.4,15.4,15.4,15.4
School,AFFILIATION NOT REPORTED,N/A,YOUTH EDUCATIONAL SERVICES,241738,2019,11,16.3,16.3,16.3,16.3,16.3
School,AFFILIATION NOT REPORTED,N/A,YOUTH EDUCATIONAL SERVICES,241738,2020,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,YOUTH EDUCATIONAL SERVICES,241738,2021,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,YOUTH EDUCATIONAL SERVICES,241738,2022,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,YOUTH EDUCATIONAL SERVICES,241738,2023,1,,,,,
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,ZIMMERMAN HIGH SCHOOL,242764,2019,142,19,19,19,19,19
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,ZIMMERMAN HIGH SCHOOL,242764,2020,139,19.3,19.3,19.3,19.3,19.3
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,ZIMMERMAN HIGH SCHOOL,242764,2021,95,18.8,18.8,18.8,18.8,18.8
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,ZIMMERMAN HIGH SCHOOL,242764,2022,125,17.8,17.8,17.8,17.8,17.8
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,ZIMMERMAN HIGH SCHOOL,242764,2023,120,17.5,17.5,17.5,17.5,17.5
School,AFFILIATION NOT REPORTED,N/A,ZUMBRO AREA LEARNING CENTER,240637,2019,8,,,,,
School,AFFILIATION NOT REPORTED,N/A,ZUMBRO AREA LEARNING CENTER,240637,2020,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,ZUMBRO AREA LEARNING CENTER,240637,2021,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,ZUMBRO AREA LEARNING CENTER,240637,2022,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,ZUMBRO AREA LEARNING CENTER,240637,2023,1,,,,,
School,ZUMBROTA-MAZEPPA INDEPENDENT SCHOOL DISTRICT 2805,247854,ZUMBROTA-MAZEPPA HIGH SCHOOL,242765,2019,63,20.2,20.2,20.2,20.2,20.2
School,ZUMBROTA-MAZEPPA INDEPENDENT SCHOOL DISTRICT 2805,247854,ZUMBROTA-MAZEPPA HIGH SCHOOL,242765,2020,52,20.8,20.8,20.8,20.8,20.8
School,ZUMBROTA-MAZEPPA INDEPENDENT SCHOOL DISTRICT 2805,247854,ZUMBROTA-MAZEPPA HIGH SCHOOL,242765,2021,17,21.9,21.9,21.9,21.9,21.9
School,ZUMBROTA-MAZEPPA INDEPENDENT SCHOOL DISTRICT 2805,247854,ZUMBROTA-MAZEPPA HIGH SCHOOL,242765,2022,88,19.9,19.9,19.9,19.9,19.9
School,ZUMBROTA-MAZEPPA INDEPENDENT SCHOOL DISTRICT 2805,247854,ZUMBROTA-MAZEPPA HIGH SCHOOL,242765,2023,50,20.4,20.4,20.4,20.4,20.4
District,ADA-BORUP-WEST SCHOOL DISTRICT,247550,All Schools,999999,2019,28,22.1,22.1,22.1,22.1,22.1
District,ADA-BORUP-WEST SCHOOL DISTRICT,247550,All Schools,999999,2020,48,20.3,20.3,20.3,20.3,20.3
District,ADA-BORUP-WEST SCHOOL DISTRICT,247550,All Schools,999999,2021,0,,,,,
District,ADA-BORUP-WEST SCHOOL DISTRICT,247550,All Schools,999999,2022,53,19.6,19.6,19.6,19.6,19.6
District,ADA-BORUP-WEST SCHOOL DISTRICT,247550,All Schools,999999,2023,27,18.3,18.3,18.3,18.3,18.3
District,ADRIAN INDEPENDENT SCHOOL DISTRICT 511,247544,All Schools,999999,2019,49,19.9,19.9,19.9,19.9,19.9
District,ADRIAN INDEPENDENT SCHOOL DISTRICT 511,247544,All Schools,999999,2020,47,20.8,20.8,20.8,20.8,20.8
District,ADRIAN INDEPENDENT SCHOOL DISTRICT 511,247544,All Schools,999999,2021,35,17.2,17.2,17.2,17.2,17.2
District,ADRIAN INDEPENDENT SCHOOL DISTRICT 511,247544,All Schools,999999,2022,34,17.8,17.8,17.8,17.8,17.8
District,ADRIAN INDEPENDENT SCHOOL DISTRICT 511,247544,All Schools,999999,2023,48,18.5,18.5,18.5,18.5,18.5
District,AITKIN INDEPENDENT SCHOOL DISTRICT 1,247002,All Schools,999999,2019,78,18.2,18.2,18.2,18.2,18.2
District,AITKIN INDEPENDENT SCHOOL DISTRICT 1,247002,All Schools,999999,2020,63,19.2,19.2,19.2,19.2,19.2
District,AITKIN INDEPENDENT SCHOOL DISTRICT 1,247002,All Schools,999999,2021,22,19.8,19.8,19.8,19.8,19.8
District,AITKIN INDEPENDENT SCHOOL DISTRICT 1,247002,All Schools,999999,2022,62,18.7,18.7,18.7,18.7,18.7
District,AITKIN INDEPENDENT SCHOOL DISTRICT 1,247002,All Schools,999999,2023,42,19.2,19.2,19.2,19.2,19.2
District,ALBANY AREA SCHOOLS  INDEPENDENT SCHOOL DISTRICT NO 745,247788,All Schools,999999,2019,107,19.1,19.1,19.1,19.1,19.1
District,ALBANY AREA SCHOOLS  INDEPENDENT SCHOOL DISTRICT NO 745,247788,All Schools,999999,2020,88,19.3,19.3,19.3,19.3,19.3
District,ALBANY AREA SCHOOLS  INDEPENDENT SCHOOL DISTRICT NO 745,247788,All Schools,999999,2021,93,20.3,20.3,20.3,20.3,20.3
District,ALBANY AREA SCHOOLS  INDEPENDENT SCHOOL DISTRICT NO 745,247788,All Schools,999999,2022,95,17.8,17.8,17.8,17.8,17.8
District,ALBANY AREA SCHOOLS  INDEPENDENT SCHOOL DISTRICT NO 745,247788,All Schools,999999,2023,81,20,20,20,20,20
District,ALBERT LEA AREA SCHOOLS,247246,All Schools,999999,2019,198,17.7,17.7,17.7,17.7,17.7
District,ALBERT LEA AREA SCHOOLS,247246,All Schools,999999,2020,209,16.9,16.9,16.9,16.9,16.9
District,ALBERT LEA AREA SCHOOLS,247246,All Schools,999999,2021,131,17,17,17,17,17
District,ALBERT LEA AREA SCHOOLS,247246,All Schools,999999,2022,152,19.2,19.2,19.2,19.2,19.2
District,ALBERT LEA AREA SCHOOLS,247246,All Schools,999999,2023,112,18.6,18.6,18.6,18.6,18.6
District,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,247248,All Schools,999999,2019,28,18.4,18.4,18.4,18.4,18.4
District,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,247248,All Schools,999999,2020,32,18.3,18.3,18.3,18.3,18.3
District,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,247248,All Schools,999999,2021,32,19.8,19.8,19.8,19.8,19.8
District,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,247248,All Schools,999999,2022,18,18.4,18.4,18.4,18.4,18.4
District,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,247248,All Schools,999999,2023,26,18.8,18.8,18.8,18.8,18.8
District,ALEXANDRIA SCHOOL DISTRICT 206,247200,All Schools,999999,2019,254,20.2,20.2,20.2,20.2,20.2
District,ALEXANDRIA SCHOOL DISTRICT 206,247200,All Schools,999999,2020,285,19.4,19.4,19.4,19.4,19.4
District,ALEXANDRIA SCHOOL DISTRICT 206,247200,All Schools,999999,2021,230,18.6,18.6,18.6,18.6,18.6
District,ALEXANDRIA SCHOOL DISTRICT 206,247200,All Schools,999999,2022,248,18.8,18.8,18.8,18.8,18.8
District,ALEXANDRIA SCHOOL DISTRICT 206,247200,All Schools,999999,2023,243,19.8,19.8,19.8,19.8,19.8
District,ANNANDALE SCHOOL DISTRICT 876,247906,All Schools,999999,2019,105,19,19,19,19,19
District,ANNANDALE SCHOOL DISTRICT 876,247906,All Schools,999999,2020,104,18.3,18.3,18.3,18.3,18.3
District,ANNANDALE SCHOOL DISTRICT 876,247906,All Schools,999999,2021,29,21.3,21.3,21.3,21.3,21.3
District,ANNANDALE SCHOOL DISTRICT 876,247906,All Schools,999999,2022,84,17.6,17.6,17.6,17.6,17.6
District,ANNANDALE SCHOOL DISTRICT 876,247906,All Schools,999999,2023,78,18.4,18.4,18.4,18.4,18.4
District,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,All Schools,999999,2019,2854,19,19,19,19,19
District,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,All Schools,999999,2020,2745,18.7,18.7,18.7,18.7,18.7
District,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,All Schools,999999,2021,1926,18.6,18.6,18.6,18.6,18.6
District,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,All Schools,999999,2022,2400,18,18,18,18,18
District,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,All Schools,999999,2023,2470,17.8,17.8,17.8,17.8,17.8
District,ASHBY PUBLIC SCHOOL DISTRICT,247270,All Schools,999999,2019,16,15.8,15.8,15.8,15.8,15.8
District,ASHBY PUBLIC SCHOOL DISTRICT,247270,All Schools,999999,2020,14,20.4,20.4,20.4,20.4,20.4
District,ASHBY PUBLIC SCHOOL DISTRICT,247270,All Schools,999999,2021,25,16.3,16.3,16.3,16.3,16.3
District,ASHBY PUBLIC SCHOOL DISTRICT,247270,All Schools,999999,2022,25,18.2,18.2,18.2,18.2,18.2
District,ASHBY PUBLIC SCHOOL DISTRICT,247270,All Schools,999999,2023,15,18,18,18,18,18
District,ATWATER-COSMOS-GROVE CITY PUBLIC SCHOOL DISTRICT 2396,247358,All Schools,999999,2019,37,18.2,18.2,18.2,18.2,18.2
District,ATWATER-COSMOS-GROVE CITY PUBLIC SCHOOL DISTRICT 2396,247358,All Schools,999999,2020,44,18.1,18.1,18.1,18.1,18.1
District,ATWATER-COSMOS-GROVE CITY PUBLIC SCHOOL DISTRICT 2396,247358,All Schools,999999,2021,33,17,17,17,17,17
District,ATWATER-COSMOS-GROVE CITY PUBLIC SCHOOL DISTRICT 2396,247358,All Schools,999999,2022,26,17.4,17.4,17.4,17.4,17.4
District,ATWATER-COSMOS-GROVE CITY PUBLIC SCHOOL DISTRICT 2396,247358,All Schools,999999,2023,20,17.9,17.9,17.9,17.9,17.9
District,AUSTIN INDEPENDENT SCHOOL DISTRICT 492,247518,All Schools,999999,2019,272,17.5,17.5,17.5,17.5,17.5
District,AUSTIN INDEPENDENT SCHOOL DISTRICT 492,247518,All Schools,999999,2020,283,16.2,16.2,16.2,16.2,16.2
District,AUSTIN INDEPENDENT SCHOOL DISTRICT 492,247518,All Schools,999999,2021,271,15.6,15.6,15.6,15.6,15.6
District,AUSTIN INDEPENDENT SCHOOL DISTRICT 492,247518,All Schools,999999,2022,247,15.8,15.8,15.8,15.8,15.8
District,AUSTIN INDEPENDENT SCHOOL DISTRICT 492,247518,All Schools,999999,2023,259,16.5,16.5,16.5,16.5,16.5
District,BADGER INDEPENDENT SCHOOL DISTRICT 676,247716,All Schools,999999,2019,19,14.9,14.9,14.9,14.9,14.9
District,BADGER INDEPENDENT SCHOOL DISTRICT 676,247716,All Schools,999999,2020,12,17.8,17.8,17.8,17.8,17.8
District,BADGER INDEPENDENT SCHOOL DISTRICT 676,247716,All Schools,999999,2021,22,19.6,19.6,19.6,19.6,19.6
District,BADGER INDEPENDENT SCHOOL DISTRICT 676,247716,All Schools,999999,2022,18,17.2,17.2,17.2,17.2,17.2
District,BADGER INDEPENDENT SCHOOL DISTRICT 676,247716,All Schools,999999,2023,13,17.7,17.7,17.7,17.7,17.7
District,BAGLEY INDEPENDENT SCHOOL DISTRICT 162,247146,All Schools,999999,2019,40,17,17,17,17,17
District,BAGLEY INDEPENDENT SCHOOL DISTRICT 162,247146,All Schools,999999,2020,35,19,19,19,19,19
District,BAGLEY INDEPENDENT SCHOOL DISTRICT 162,247146,All Schools,999999,2021,11,22.4,22.4,22.4,22.4,22.4
District,BAGLEY INDEPENDENT SCHOOL DISTRICT 162,247146,All Schools,999999,2022,19,17.8,17.8,17.8,17.8,17.8
District,BAGLEY INDEPENDENT SCHOOL DISTRICT 162,247146,All Schools,999999,2023,20,17.9,17.9,17.9,17.9,17.9
District,BARNESVILLE INDEPENDENT SCHOOL DISTRICT 146,247132,All Schools,999999,2019,61,19.6,19.6,19.6,19.6,19.6
District,BARNESVILLE INDEPENDENT SCHOOL DISTRICT 146,247132,All Schools,999999,2020,45,19.9,19.9,19.9,19.9,19.9
District,BARNESVILLE INDEPENDENT SCHOOL DISTRICT 146,247132,All Schools,999999,2021,7,,,,,
District,BARNESVILLE INDEPENDENT SCHOOL DISTRICT 146,247132,All Schools,999999,2022,43,20.9,20.9,20.9,20.9,20.9
District,BARNESVILLE INDEPENDENT SCHOOL DISTRICT 146,247132,All Schools,999999,2023,47,19.5,19.5,19.5,19.5,19.5
District,BARNUM INDEPENDENT SCHOOL DISTRICT 91,247076,All Schools,999999,2019,38,20,20,20,20,20
District,BARNUM INDEPENDENT SCHOOL DISTRICT 91,247076,All Schools,999999,2020,27,19.1,19.1,19.1,19.1,19.1
District,BARNUM INDEPENDENT SCHOOL DISTRICT 91,247076,All Schools,999999,2021,27,19.2,19.2,19.2,19.2,19.2
District,BARNUM INDEPENDENT SCHOOL DISTRICT 91,247076,All Schools,999999,2022,36,19,19,19,19,19
District,BARNUM INDEPENDENT SCHOOL DISTRICT 91,247076,All Schools,999999,2023,24,20.1,20.1,20.1,20.1,20.1
District,BATTLE LAKE PUBLIC SCHOOL DISTRICT,247572,All Schools,999999,2019,38,21.7,21.7,21.7,21.7,21.7
District,BATTLE LAKE PUBLIC SCHOOL DISTRICT,247572,All Schools,999999,2020,26,21.8,21.8,21.8,21.8,21.8
District,BATTLE LAKE PUBLIC SCHOOL DISTRICT,247572,All Schools,999999,2021,7,,,,,
